Название	Название-2	Соседние станции	Субъект РФ	Направление	lat	lng
Пожога	Пожога	29 км, Осаново	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Прудки		Мельгуново, Зарайск	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Радуга	Радуга	Бронницы, 63 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Раменское	Раменское	Фабричная, 47 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Ратмирово	Ратмирово	Ратчино, Воскресенск	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Ратчино		Непецино, Ратмирово	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Родники	Родники	Овражки, Вялки	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Рудниковская	Рудниковская	Егорьевск 2, 13 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Руново		Дулево, Давыдово	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Рязановка	Рязановка	47 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Сазоново	Сазоново	БАРМИНО, 47 км, Сороковой Бор (Рязанская область)	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
САЗОНОВО	ЕСР: 232605		МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Сарыбьево		8 км, Мельгуново	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Семеновский	Семеновский	Лысцовская, 18 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Совхоз	Совхоз	47 км, Загорново	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Сортировочная	Сортировочная	Новая, Электрозаводская	Г.МОСКВА	Московская ж.д., Московско-Рязанское отд.		
Сычово	Сычёво	6 км, Лысцовская	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Томилино	Томилино	Панки, Красково	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Трофимово	Трофимово	Конобеево, 88 км		Московская ж.д., Московско-Рязанское отд.		
Туголесье	Туголесье	Кривандино, Воймежный	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Удельная	Удельная	Малаховка, Быково	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Ухтомская	Ухтомская	Косино, Люберцы 1	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Фабричная	Фабричная	42 км, Раменское	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Фаустово	Фаустово	Белозерский, Золотово	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Фрезер	Фрезер	Перово, Новая	Г.МОСКВА	Московская ж.д., Московско-Рязанское отд.		
Фруктовая	Фруктовая	Подлипки, Алпатьево	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Хорлово	Хорлово	13 км, Воскресенск	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Хорошево	Хорошово	Конев Бор, 113 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Хрипань	Хрипань	Вялки, 41 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Цемгигант	Цемгигант	Москворецкая, Пески	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Черная	Чёрная	Перочи, 132 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Черусти	Черусти	Воймежный, Струя	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
ЧЕРУСТИ САИПС	ЕСР: 233106		МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Шатура	Шатура	Шатурторф, Ботино	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Шатурторф	Шатурторф	Запутная, Шатура	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
ШАТУРТОРФ	ЕСР: 232003		МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Шевлягино	Шевлягино	Кузяево, 73 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Шиферная	Шиферная	Воскресенск, Москворецкая	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Щурово	Щурово	Голутвин, Перочи	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
Электрозаводская	Электрозаводская	Москва-Товарная-Рязанская, Сортировочная	Г.МОСКВА	Московская ж.д., Московско-Рязанское отд.		
Яничкино		Мальчики, Дзержинская	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Рязанское отд.		
109 км	109 км	Кукаринская, Можайск	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
109 км	109 км	Икша, Белый Раст	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
115 км	116 км	Белый Раст, 120 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
119 км	119 км	Мельдино, 122 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
120 км	120 км	115 км, Бухарово	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
122 км	Карманово	119 км, Большая Волга	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
128 км	128 км	Бухарово, 136 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
133 км	133 км	Волоколамск, Благовещенское	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
136 км		128 км, Поварово 2	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
141 км	141 км	Благовещенское, Бухолово	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
142 км	142 км	Поварово 3, Поварово 2	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
149 км	149 км	Бухолово, Шаховская	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
155 км	155 км	159 км, Жилино	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
159 км	159 км	Манихино 2, 155 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
165 км	165 км165 км	Манихино 2, Лукино	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
174 км	174 км	Лукино, 177 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
177 км	177 км	183 км, 174 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
183 км	183 км	177 км, Дюдьково	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
189 км	190 км	Дюдьково, 191 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
191 км	192 км	189 км, Ястребки	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
198 км	199 км	Кубинка 2, Ястребки	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
211 км	211 км	214 км, Кубинка 1		Московская ж.д., Московско-Смоленское отд.		
214 км	214 км	АКУЛОВО, 211 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
221 км	221 км	Пожитково, АКУЛОВО	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
240 км	240 км	Бекасово-Центральное, 241 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
241 км	241 км	Мачихино, 240 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
250 км	250 км	252 км, Мачихино	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
252 км	252 км	Кресты, 250 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
274 км	274 км	Вяткино, Чернецкое	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
283 км	283 км.	Сандарово, Столбовая	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
50 км	50 км	Снегири, Манихино 1	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
69 км	68 км	Костино, 71 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
71 км	71 км	74 км, 69 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
73 км	73 км	Холщевики, Ядрошино	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
74 км	74 км	Драчево, 71 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
75 км	75 км	Каналстрой, Орудьево	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
80 км	80 км	Иванцево, Драчево	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
87 км		Яхрома, Иванцево, Дмитров	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
91 км	91 км	Устиновка, Лесодолгоруково	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
94 км	94 км	Вербилки, Власово	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Алабино	Алабино	Дачная, Селятино	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Аникеевка	Аникеевка	Опалиха, Нахабино	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Апрелевка	Апрелевка	Победа, Дачная	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Аэропорт	Аэропорт	Лесной Городок	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Баковка	Баковка	Трехгорка, Одинцово	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Барвиха	Барвиха	Раздоры, Ильинское	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Башкино	Башкино	Латышская, Ворсино (Калужская область)	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Беговая	Беговая	Тестовская, Москва-Пассажирская-Смоленская	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Бекасово 1	Бекасово I	Поселок Киевский, Зосимова Пустынь, Пожитково, Ожигово	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Бекасово-Сортировочное	Бекасово-Сортировочное	Поселок Киевский, Бекасово-Центральное	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
БЕКАСОВО-СОРТИРОВОЧНОЕ-Н	ЕСР: 180006		МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Бекасово-Центральное	Бекасово-Центральное	Бекасово-Сортировочное, 240 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Белый Раст	Белый Раст	109 км, 115 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Бескудниково	Бескудниково	Лианозово, Дегунино	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Благовещенское	Благовещенское	133 км, 141 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Большая Волга	Большая Волга	122 км, Дубна	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Большая Волга эксп.	ЕСР: 239002		МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Бухарово	Бухарово	120 км, 128 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Бухолово	Бухолово	141 км, 149 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Вербилки	Вербилки	Орудьево, 94 км, Соревнование	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Власово	Власово	94 км, Талдом-Савеловский	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Внуково	ВнуковоАэропорт Внуково	Мичуринец, Лесной Городок	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Водники	Водники	Долгопрудная, Хлебниково	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Волоколамск	Волоколамск	Дубосеково, 133 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Вяткино	Вяткино	Сандарово, 274 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Голицыно	Голицыно	Малая Вязема, Сушкинская, Захарово	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Гражданская	Гражданская	Дмитровская, Красный Балтиец, Подмосковная	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Дачная	Дачная	Апрелевка, Алабино	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Дачное	Дачное	Жаворонки, Малая Вязема	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Дегунино	Дегунино	Бескудниково, Окружная	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Дедовск	Дедовск	Малиновка, Миитовская	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Депо	ДепоДепо	Жилино, Поварово 3	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Депо	Депо	Лобня, Луговая	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Дмитров	Дмитров	Яхрома, 87 км, Каналстрой	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Дмитров (перев.)	ЕСР: 238404	Яхрома, Дмитров	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Дмитровская	Дмитровская	Ржевская, МОСКВА-РИЖСКАЯ, Гражданская	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Долгопрудная	Долгопрудная	Новодачная, Водники	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Дорохово	Дорохово	Садовая, Партизанская	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Драчево	Драчёво	80 км, 74 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Дубна	Дубна	Большая Волга	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Дубосеково	Дубосеково	Матренино, Волоколамск	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Дюдьково	Дюдьково	183 км, 189 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Жаворонки	Жаворонки	Здравница, Дачное	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Жилино	Жилино	155 км, Депо	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Запрудная	Запрудня	Соревнование, Темпы	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Захарово	Захарово	Голицыно, Хлюпино	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Звенигород	Звенигород	Скоротово	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Здравница	Здравница	Перхушково, Жаворонки	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Зосимова Пустынь	Зосимова Пустынь	Бекасово 1, Нара	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Иванцево	Иванцево	87 км, 80 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Икша	Икша	Трудовая, Морозки, 109 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Ильинское	Ильинское	Барвиха, Усово	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Исаково		Парковая, Озерки	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Истра	Истра	Новоиерусалимская, Троицкая	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Каналстрой	Каналстрой	Дмитров, 75 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Катуар	Катуар	Некрасовская, Трудовая	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Кокошкино	Кокошкино	Толстопальцево, Крекшино	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Красногорская	Красногорская	Павшино, Опалиха	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Красный Балтиец	Красный Балтиец	Гражданская, Ленинградская	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Крекшино	Крёкшино	Кокошкино, Победа	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Кресты	Кресты	Новогромово, 252 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Кубинка 1	Кубинка I	Портновская, Чапаевка, 211 км, Кубинка 2	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Кубинка 2	Кубинка II	Кубинка 1, 198 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Кукаринская	Кукаринская	Шаликово, 109 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Кунцево 1	Кунцево I	Фили, Рабочий Поселок, Кунцево 2	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Кунцево 2	Кунцево II	Кунцево 1, Ромашково	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Курсаковская	Курсаковская	Ядрошино, Румянцево	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Латышская	Латышская	Нара, Башкино	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Лебзино	Лебзино	Талдом-Савеловский, 124 км (Тверская область)	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Ленинградская	Ленинградская	Красный Балтиец, Покровско-Стрешнево	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Лесной Городок	Лесной Городок	Внуково, Аэропорт, Толстопальцево	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Лесодолгоруково	Лесодолгоруково	91 км, Чисмена	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Лианозово	Лианозово	Бескудниково, Марк	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Лобня	Лобня	Шереметьевская, Депо	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Луговая	Луговая	Депо, Некрасовская	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Лукино	Лукино	165 км, 174 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Малая Вязема	Малые Вязёмы	Дачное, Голицыно	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Малиновка	Малиновка	Нахабино, Дедовск	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Манихино 1	Манихино I	50 км, Манихино 2, Троицкая	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Манихино 2	Манихино II	Манихино 1, 159 км, 165 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Марк	Марк	Лианозово, Новодачная	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Матвеевское	Матвеевская	Очаково 1, Москва-Сортировочная-Киевская	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Матренино	Матрёнино	Чисмена, Дубосеково	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Мачихино	Мачихино	241 км, 250 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Мельдино	Мельдино	Темпы, 119 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Миитовская	Миитовская	Дедовск, Снегири	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Мичуринец	Мичуринец	Переделкино, Внуково	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Можайск	Можайск	Бородино, 109 км	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Морозки	Морозки	Икша, Турист	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Москва-Бутырская	Москва-Бутырская	Тимирязевская	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Москва-Пассажирская-Киевская	Москва-Пассажирская-Киевская	Москва-Товарная-Киевская, Пост Завода им. Бадаева	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Москва-Пассажирская-Смоленская	Москва-Пассажирская-Смоленская	Беговая	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Москва-Рижская	ЕСР: 196127		Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
МОСКВА-РИЖСКАЯ	Москва-Рижская	Дмитровская	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Москва-Сортировочная-Киевская	Москва-Сортировочная	Матвеевское, Москва-Товарная-Киевская	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Москва-Станколит	Станколит		Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Москва-Товарная-Киевская		Москва-Сортировочная-Киевская, Москва-Пассажирская-Киевская	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Москва-Товарная-Смоленская		Тестовская	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Нара	Нара	Зосимова Пустынь, Латышская	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Нахабино	Нахабино	Аникеевка, Малиновка, Парковая	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Некрасовская	Некрасовская	Луговая, Катуар	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Немчиновка	Немчиновка	Сетунь, Трехгорка	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Новогромово	Новогромово	Чернецкое, Кресты	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Новодачная	Новодачная	Марк, Долгопрудная	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Новоиерусалимская	Новоиерусалимская	Чеховская, Истра	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Новопеределкино	Новопеределкино	Солнечная	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Новопетровская	Новопетровская	Румянцево, Устиновка	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Одинцово	Одинцово	Баковка, Отрадное	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Ожигово	Ожигово	Бекасово 1, Рассудово	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Озерки		Исаково	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Окружная	Окружная	Тимирязевская, Дегунино	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Опалиха	Опалиха	Красногорская, Аникеевка	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Орудьево	ЕСР: 238527		МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Орудьево	Орудьево	75 км, Вербилки	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Отрадное	Отрадное	Одинцово, Пионерская	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Очаково 1	Очаково I	Матвеевское, Сколково	Г.МОСКВА	Московская ж.д., Московско-Смоленское отд.		
Павшино	Павшино	Трикотажная, Красногорская	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Парковая		Нахабино, Исаково	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Партизанская	Партизанская	Дорохово, Шаликово	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Переделкино	Переделкино	Солнечная, Мичуринец	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Перхушково	Перхушково	Пионерская, Здравница	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Петелино	Петелино	Сушкинская, Часцовская	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
Пионерская	ПионерскаяПионерская	Отрадное, Перхушково	МОСКОВСКАЯ ОБЛАСТЬ	Московская ж.д., Московско-Смоленское отд.		
